provider,region,instance_type,vcpu,ram_gb,instance_count,monthly_hours,storage_gb,egress_gb,managed_db,load_balancer,avg_cpu_util,monthly_cost
GCP,asia-southeast1,n2-standard-8,8,32,12,276.0,1419.4,2273.9,0,1,94.4,1739.62
AWS,eu-west-2,m6i.large,2,8,11,322.8,3387.6,15163.7,0,0,20.8,1919.18
GCP,us-central1,n2-standard-4,4,16,10,670.0,2949.5,5718.4,0,0,8.3,1991.29
Azure,uksouth,B2ms,2,8,7,359.3,2999.8,18326.5,0,0,14.1,1964.08
AWS,us-east-1,m6i.xlarge,4,16,10,533.5,817.9,8970.8,0,0,61.6,1855.36
Azure,uksouth,D2s_v5,2,8,20,582.7,3632.5,19034.6,0,1,52.6,3081.03
GCP,us-central1,n2-standard-16,16,64,8,300.0,2335.3,16347.8,1,0,74.0,3375.79
AWS,eu-west-2,t3.large,2,8,3,711.2,157.4,16877.9,1,1,33.4,1749.73
Azure,southeastasia,D4s_v5,4,16,14,590.5,1173.3,19507.5,1,0,75.1,3673.18
Azure,uksouth,B2ms,2,8,7,563.2,3763.1,13446.9,0,0,34.7,1790.19
AWS,eu-west-2,t3.medium,2,4,12,629.8,1061.8,14137.5,0,0,51.0,1594.85
Azure,uksouth,B2ms,2,8,4,635.8,1620.5,11594.9,0,1,29.7,1346.62
AWS,eu-west-2,m6i.large,2,8,8,370.9,954.5,8925.7,0,1,58.4,1177.9
GCP,us-central1,n2-standard-8,8,32,8,688.0,2056.4,16642.3,0,1,71.5,3694.71
Azure,southeastasia,B2ms,2,8,1,238.7,1697.0,14250.8,1,1,88.2,1462.52
GCP,europe-west2,n2-standard-8,8,32,4,235.5,2483.9,11162.7,0,0,10.4,1572.02
Azure,eastus,D4s_v5,4,16,14,248.3,1651.3,16323.9,1,0,87.0,2199.81
GCP,us-central1,n2-standard-4,4,16,18,581.3,1439.8,11235.0,1,1,79.7,3060.07
Azure,uksouth,D8s_v5,8,32,16,730.9,288.6,6607.3,1,0,54.1,5657.39
AWS,ap-southeast-1,m6i.xlarge,4,16,13,462.2,256.1,17290.3,0,1,91.4,2818.49
GCP,us-central1,n2-standard-8,8,32,11,259.4,2289.2,6228.6,1,0,34.9,1875.45
Azure,eastus,D16s_v5,16,64,6,652.1,803.2,2553.2,0,1,82.2,3464.5
GCP,asia-southeast1,n2-standard-2,2,8,11,723.5,1213.1,1172.5,0,1,36.6,1043.97
GCP,europe-west2,n2-standard-4,4,16,2,293.9,1966.5,8438.1,0,0,36.8,1002.53
Azure,eastus,D8s_v5,8,32,18,208.8,2328.9,3455.6,0,1,10.4,1970.82
Azure,eastus,B2ms,2,8,9,571.2,2774.9,19467.6,1,1,82.5,2322.9
Azure,eastus,D4s_v5,4,16,14,448.8,1379.7,11927.4,1,0,51.1,2420.96
Azure,southeastasia,D2s_v5,2,8,3,527.9,3463.4,459.8,0,1,48.1,527.77
GCP,asia-southeast1,e2-standard-2,2,8,8,299.4,3333.4,12279.8,1,0,10.0,1530.1
GCP,asia-southeast1,e2-standard-2,2,8,17,187.3,372.0,339.1,0,1,38.5,302.94
Azure,uksouth,D2s_v5,2,8,12,680.8,3079.4,17700.3,0,1,21.7,2547.41
GCP,europe-west2,n2-standard-8,8,32,8,542.9,175.0,14259.6,1,1,93.1,3026.55
AWS,us-east-1,t3.large,2,8,11,378.2,2154.2,19604.5,0,0,69.8,2161.32
AWS,eu-west-2,m6i.large,2,8,19,484.3,666.8,19006.1,0,1,71.2,2592.26
Azure,eastus,B2ms,2,8,11,506.1,1184.5,816.3,1,1,51.0,698.97
GCP,us-central1,n2-standard-16,16,64,2,318.4,1140.3,9694.7,0,1,19.2,1417.36
Azure,uksouth,D2s_v5,2,8,17,558.0,2766.8,894.1,1,0,29.8,1358.88
GCP,us-central1,e2-medium,2,4,11,327.0,3121.4,73.7,1,0,87.6,425.32
AWS,eu-west-2,m6i.2xlarge,8,32,7,531.3,1658.1,8689.1,0,0,22.7,2409.21
GCP,asia-southeast1,n2-standard-2,2,8,6,566.9,2727.6,16994.5,1,0,61.3,1979.84
GCP,asia-southeast1,n2-standard-8,8,32,8,306.5,2528.9,3805.3,0,1,42.9,1593.17
AWS,us-east-1,m6i.2xlarge,8,32,18,569.1,394.9,6761.2,0,0,62.0,4530.95
AWS,eu-west-2,m6i.4xlarge,16,64,6,423.8,239.6,437.1,0,1,27.0,2172.24
GCP,us-central1,n2-standard-4,4,16,5,575.1,3157.7,16804.5,0,0,46.2,2216.8
AWS,ap-southeast-1,m6i.xlarge,4,16,15,558.4,655.0,11293.9,1,0,38.9,2952.42
Azure,uksouth,D4s_v5,4,16,8,575.6,3634.0,225.6,1,0,56.2,1349.24
Azure,southeastasia,D4s_v5,4,16,12,453.9,102.7,18919.9,0,1,94.3,2702.85
Azure,eastus,D8s_v5,8,32,15,614.0,3326.8,13701.9,1,1,21.2,5287.91
AWS,eu-west-2,m6i.large,2,8,1,194.3,1975.9,8185.4,0,1,11.8,929.03
AWS,us-east-1,m6i.2xlarge,8,32,19,520.6,2580.7,18308.4,0,0,52.1,5567.91
Azure,eastus,D2s_v5,2,8,17,430.3,832.5,16560.8,1,0,68.0,2179.82
AWS,eu-west-2,m6i.xlarge,4,16,4,432.8,3025.0,17733.8,0,1,25.0,2049.58
Azure,southeastasia,B2ms,2,8,17,260.4,394.2,6822.2,0,0,13.1,1033.95
AWS,us-east-1,t3.medium,2,4,8,404.7,290.8,5766.4,1,0,62.8,723.1
AWS,eu-west-2,t3.large,2,8,16,317.5,64.9,2958.6,1,0,92.3,779.55
GCP,us-central1,e2-medium,2,4,13,557.2,2410.2,12936.6,1,0,73.1,1530.9
Azure,uksouth,D4s_v5,4,16,5,693.9,1547.7,9674.6,1,1,25.5,1784.55
Azure,uksouth,D8s_v5,8,32,9,445.4,3124.0,10452.4,1,1,76.7,2992.64
GCP,europe-west2,n2-standard-16,16,64,19,184.3,3720.1,5359.3,1,1,51.2,3861.16
AWS,eu-west-2,t3.medium,2,4,14,662.6,1160.5,6293.3,0,1,80.1,1129.12
AWS,us-east-1,m6i.large,2,8,4,363.0,2574.3,5090.3,0,1,28.5,828.6
Azure,uksouth,D16s_v5,16,64,3,429.9,144.9,13654.5,0,0,67.9,2237.81
AWS,ap-southeast-1,m6i.xlarge,4,16,10,362.6,2914.5,1519.3,1,1,46.4,1251.09
GCP,asia-southeast1,e2-medium,2,4,10,541.7,3818.3,3453.8,1,1,23.0,870.19
AWS,us-east-1,m6i.4xlarge,16,64,5,420.5,1184.8,10904.5,0,0,41.5,2656.9
GCP,asia-southeast1,e2-medium,2,4,18,309.2,2873.4,12279.0,0,1,71.0,1466.44
GCP,asia-southeast1,n2-standard-8,8,32,14,271.0,2958.7,12954.2,0,1,25.6,2978.41
Azure,uksouth,D2s_v5,2,8,15,474.8,2989.3,6211.8,1,1,31.1,1623.97
AWS,us-east-1,m6i.large,2,8,19,320.9,2744.1,10551.3,1,0,90.9,1824.04
Azure,southeastasia,D8s_v5,8,32,6,482.6,620.4,9380.7,1,0,61.9,2237.46
AWS,ap-southeast-1,m6i.2xlarge,8,32,7,256.0,3202.2,11151.2,1,1,30.0,2110.43
Azure,uksouth,D2s_v5,2,8,17,334.0,1890.4,19358.3,0,0,76.9,2302.49
GCP,asia-southeast1,n2-standard-8,8,32,12,214.0,849.3,8891.0,1,1,10.3,1992.88
AWS,eu-west-2,m6i.large,2,8,8,326.0,2449.3,5535.5,0,1,66.2,975.65
GCP,us-central1,n2-standard-8,8,32,20,660.4,3860.4,16556.8,0,1,11.7,6712.8
GCP,asia-southeast1,e2-standard-2,2,8,9,718.9,717.9,10775.9,0,1,9.2,1464.78
AWS,us-east-1,m6i.large,2,8,9,417.1,2342.9,2941.5,0,1,45.7,827.65
GCP,us-central1,e2-medium,2,4,16,533.7,850.9,12035.0,1,0,93.5,1438.37
GCP,us-central1,n2-standard-2,2,8,16,199.4,2187.4,17141.9,1,0,18.2,1890.81
AWS,ap-southeast-1,m6i.4xlarge,16,64,16,400.6,539.9,10408.5,0,1,89.0,6524.23
GCP,asia-southeast1,n2-standard-4,4,16,15,424.5,975.6,5475.7,1,1,65.4,1977.56
Azure,eastus,D8s_v5,8,32,3,481.5,2821.9,15560.8,0,1,56.6,2079.69
Azure,eastus,D16s_v5,16,64,20,702.1,401.9,5543.6,1,0,50.2,11664.42
GCP,asia-southeast1,e2-medium,2,4,17,605.7,723.6,6887.1,0,0,84.0,1007.77
AWS,eu-west-2,t3.medium,2,4,6,470.3,1844.8,3097.4,1,1,13.0,631.5
Azure,southeastasia,B2ms,2,8,14,526.1,2246.7,14978.6,1,1,51.6,2156.84
AWS,eu-west-2,m6i.large,2,8,5,328.7,3422.2,5324.3,0,0,71.4,955.08
Azure,southeastasia,D2s_v5,2,8,13,241.4,2803.3,12238.5,1,1,92.4,1671.51
GCP,asia-southeast1,e2-standard-2,2,8,9,403.4,2230.8,12517.4,0,1,49.9,1534.29
AWS,eu-west-2,m6i.xlarge,4,16,8,487.5,1529.1,6598.5,1,1,73.5,1630.14
AWS,us-east-1,m6i.xlarge,4,16,12,723.8,1380.3,7779.5,0,1,49.3,2504.84
AWS,eu-west-2,m6i.2xlarge,8,32,12,556.1,884.0,5229.0,0,0,77.6,3322.47
Azure,uksouth,D8s_v5,8,32,11,420.5,1927.3,14837.0,0,1,17.5,3368.45
AWS,eu-west-2,m6i.2xlarge,8,32,5,289.5,829.9,3936.8,0,0,79.5,1007.21
AWS,us-east-1,m6i.2xlarge,8,32,14,434.4,3117.9,9879.1,0,1,80.0,3498.02
Azure,southeastasia,D4s_v5,4,16,8,723.5,658.4,400.3,0,0,15.0,1378.8
Azure,eastus,B2ms,2,8,12,440.2,222.8,10387.7,0,0,90.1,1373.23
AWS,us-east-1,t3.medium,2,4,1,258.5,1362.5,10507.2,1,0,91.1,1102.68
GCP,asia-southeast1,e2-medium,2,4,14,204.5,2476.9,4856.8,0,0,25.0,725.74
AWS,ap-southeast-1,m6i.2xlarge,8,32,13,508.4,3546.9,10207.4,0,0,64.9,4116.34
GCP,us-central1,n2-standard-16,16,64,4,217.2,199.3,996.3,0,0,80.3,755.42
GCP,europe-west2,n2-standard-16,16,64,15,470.6,1926.5,14920.5,0,0,49.4,7389.14
GCP,europe-west2,e2-standard-2,2,8,3,347.9,237.1,4023.3,0,1,86.1,443.17
GCP,asia-southeast1,e2-standard-2,2,8,2,451.3,906.2,2059.1,1,1,28.4,393.13
GCP,us-central1,e2-medium,2,4,8,195.4,468.4,15920.8,1,0,83.7,1392.38
AWS,eu-west-2,t3.large,2,8,18,600.5,2921.5,17414.7,1,1,48.5,2780.86
Azure,eastus,D2s_v5,2,8,12,729.0,1873.4,4640.4,1,0,18.3,1459.21
AWS,us-east-1,m6i.2xlarge,8,32,20,196.4,763.6,13424.4,1,1,55.1,2827.32
Azure,uksouth,D16s_v5,16,64,15,639.8,2499.9,11556.4,0,1,51.0,9409.98
AWS,us-east-1,m6i.4xlarge,16,64,19,182.1,1241.9,3087.2,0,0,40.2,3062.52
AWS,eu-west-2,t3.large,2,8,13,657.7,731.7,17701.3,1,1,22.6,2397.39
Azure,eastus,D8s_v5,8,32,20,611.5,2225.2,18709.6,1,1,79.6,6650.66
Azure,southeastasia,D2s_v5,2,8,16,340.4,1434.9,6370.6,1,1,5.3,1366.67
Azure,uksouth,D16s_v5,16,64,10,271.3,347.1,5568.8,1,1,14.1,2839.46
Azure,eastus,D8s_v5,8,32,9,579.9,1254.6,1649.9,1,0,80.8,2220.09
AWS,us-east-1,t3.large,2,8,15,197.0,3585.0,4268.9,1,1,91.4,951.6
AWS,us-east-1,m6i.4xlarge,16,64,4,636.0,2660.4,8192.7,1,0,11.2,2957.02
GCP,europe-west2,n2-standard-16,16,64,13,726.2,2242.5,5610.8,0,0,86.7,8716.36
GCP,europe-west2,n2-standard-4,4,16,9,517.4,66.2,2837.2,1,1,32.4,1295.22
Azure,uksouth,D8s_v5,8,32,14,210.9,2437.3,8733.3,0,0,10.9,2238.24
Azure,eastus,D4s_v5,4,16,8,689.4,3011.8,3015.8,1,1,16.8,1657.61
Azure,uksouth,D8s_v5,8,32,2,497.0,325.3,8501.2,0,1,62.5,1197.23
GCP,europe-west2,n2-standard-2,2,8,7,592.2,2128.3,10185.7,0,0,38.2,1480.9
AWS,ap-southeast-1,m6i.2xlarge,8,32,17,487.3,2753.5,1503.5,1,1,78.7,3963.28
Azure,southeastasia,B2ms,2,8,2,620.9,3339.5,5089.8,1,1,39.2,920.04
GCP,us-central1,e2-medium,2,4,16,632.6,870.2,9798.0,0,0,92.2,1209.27
Azure,eastus,D16s_v5,16,64,16,234.8,3147.8,2666.8,0,0,74.1,3390.13
Azure,uksouth,D2s_v5,2,8,17,659.7,3178.1,18746.2,0,0,57.1,2917.59
Azure,southeastasia,D2s_v5,2,8,14,316.8,1006.4,15919.7,0,1,92.3,1909.5
GCP,asia-southeast1,n2-standard-2,2,8,9,692.2,3848.0,11339.1,0,0,83.0,1892.99
Azure,uksouth,D2s_v5,2,8,18,272.9,316.4,4848.0,1,1,58.0,1034.77
AWS,eu-west-2,t3.medium,2,4,7,306.4,398.5,13522.0,0,0,66.6,1273.96
Azure,southeastasia,D4s_v5,4,16,4,303.1,2557.1,12780.9,0,1,93.3,1572.16
GCP,asia-southeast1,n2-standard-8,8,32,19,478.5,763.9,7020.4,1,1,85.1,4657.1
GCP,us-central1,n2-standard-2,2,8,13,528.1,819.5,1019.6,0,1,89.3,835.53
GCP,asia-southeast1,e2-medium,2,4,14,555.2,641.0,13304.6,1,1,84.0,1544.38
GCP,us-central1,n2-standard-16,16,64,9,267.3,159.3,2990.6,0,0,50.6,2087.83
AWS,eu-west-2,m6i.2xlarge,8,32,16,271.2,847.6,11921.6,1,1,7.2,3013.31
GCP,europe-west2,e2-standard-2,2,8,19,610.4,3875.7,16777.3,1,1,24.4,2609.89
GCP,us-central1,n2-standard-8,8,32,11,320.8,2901.7,9757.8,0,1,35.2,2404.23
Azure,uksouth,D2s_v5,2,8,13,521.1,2664.7,1856.1,1,1,27.1,1167.72
Azure,eastus,D16s_v5,16,64,7,592.5,2403.8,8583.9,1,1,21.2,4392.2
GCP,us-central1,e2-medium,2,4,8,527.2,3247.1,17771.2,0,0,29.0,1784.49
AWS,ap-southeast-1,m6i.4xlarge,16,64,1,392.9,3434.7,11610.7,1,0,6.4,1727.49
GCP,asia-southeast1,n2-standard-8,8,32,15,215.5,3805.9,1340.7,0,1,36.8,1842.66
GCP,asia-southeast1,n2-standard-2,2,8,10,400.0,2567.8,7001.3,1,0,51.3,1287.14
GCP,europe-west2,n2-standard-8,8,32,15,303.5,3739.9,8954.5,0,0,69.8,3051.52
GCP,asia-southeast1,e2-standard-2,2,8,1,357.8,2666.1,6613.1,1,1,18.9,903.13
AWS,eu-west-2,t3.medium,2,4,15,243.5,856.2,11836.1,0,1,69.8,1308.76
AWS,ap-southeast-1,m6i.large,2,8,13,257.7,3384.6,14850.2,0,1,80.3,1936.89
GCP,europe-west2,n2-standard-4,4,16,16,536.3,3279.7,14177.0,0,1,39.1,3256.69
Azure,uksouth,D2s_v5,2,8,12,570.1,2231.2,14209.1,1,1,87.2,2188.82
AWS,us-east-1,m6i.xlarge,4,16,2,289.7,1841.3,14236.6,0,0,84.0,1474.32
GCP,us-central1,e2-standard-2,2,8,20,344.6,950.9,13404.9,0,1,38.4,1701.37
Azure,eastus,D4s_v5,4,16,11,701.3,3342.9,10248.4,0,1,46.6,2615.4
GCP,us-central1,n2-standard-16,16,64,16,380.8,3679.2,16803.9,1,0,25.1,6308.9
AWS,eu-west-2,t3.medium,2,4,8,426.2,2259.9,16877.5,0,1,81.4,1769.11
GCP,asia-southeast1,n2-standard-2,2,8,9,317.2,3315.2,12401.3,1,0,82.5,1650.05
AWS,eu-west-2,t3.medium,2,4,14,222.9,1349.6,15235.9,1,0,91.0,1565.86
GCP,us-central1,n2-standard-8,8,32,9,254.1,2774.7,9644.0,0,0,74.9,1908.22
Azure,southeastasia,B2ms,2,8,17,535.7,172.9,15519.3,0,0,68.0,2105.1
AWS,ap-southeast-1,m6i.2xlarge,8,32,11,630.1,3506.3,2304.3,1,1,40.2,3567.66
GCP,us-central1,n2-standard-2,2,8,7,482.5,2797.3,10185.2,0,1,36.1,1424.14
AWS,ap-southeast-1,t3.medium,2,4,9,351.1,3655.9,14465.5,1,0,27.7,1792.12
Azure,eastus,D4s_v5,4,16,11,405.1,2229.2,6042.4,1,1,27.1,1633.78
GCP,us-central1,e2-medium,2,4,6,481.0,1892.0,5327.2,0,0,66.2,693.1
GCP,us-central1,n2-standard-16,16,64,10,720.9,1747.2,13305.7,1,0,28.8,6814.8
Azure,southeastasia,B2ms,2,8,10,591.0,2890.8,14788.8,0,1,19.0,2006.07
GCP,us-central1,n2-standard-16,16,64,11,252.6,1989.1,8518.7,0,0,14.7,3005.97
AWS,us-east-1,m6i.2xlarge,8,32,18,612.4,3484.8,439.8,0,0,45.7,4527.79
Azure,eastus,B2ms,2,8,18,630.5,1944.6,565.5,1,0,68.3,1164.14
Azure,eastus,D4s_v5,4,16,20,246.0,650.0,5166.5,0,0,74.5,1475.58
Azure,uksouth,D16s_v5,16,64,6,518.6,1651.3,10476.8,1,1,47.5,3741.64
Azure,eastus,B2ms,2,8,20,201.3,3679.7,1604.0,0,1,22.7,781.27
GCP,europe-west2,n2-standard-4,4,16,13,263.0,984.1,13853.6,0,1,10.4,1950.97
AWS,us-east-1,m6i.xlarge,4,16,5,525.2,1112.6,19606.6,0,0,80.3,2311.6
AWS,ap-southeast-1,m6i.xlarge,4,16,11,667.0,741.2,15284.6,0,0,83.0,2971.77
Azure,eastus,D16s_v5,16,64,15,693.1,2803.7,5108.5,1,1,26.1,8919.69
Azure,southeastasia,B2ms,2,8,20,695.2,2992.7,19762.8,1,1,62.6,3230.11
GCP,europe-west2,n2-standard-8,8,32,19,682.7,959.8,8449.4,0,1,91.3,6118.49
AWS,ap-southeast-1,m6i.4xlarge,16,64,10,280.4,1700.1,13033.4,0,0,15.9,3675.99
AWS,ap-southeast-1,m6i.large,2,8,6,409.3,3977.0,3141.1,1,1,82.8,990.24
GCP,us-central1,n2-standard-2,2,8,13,536.6,635.7,16091.8,0,1,7.7,2023.03
Azure,uksouth,D4s_v5,4,16,5,431.6,3043.8,1088.4,1,1,9.1,870.19
AWS,eu-west-2,t3.large,2,8,16,197.1,1416.9,18588.9,0,0,48.5,1986.1
Azure,eastus,D16s_v5,16,64,4,607.6,3459.1,9350.8,0,1,6.7,2938.01
Azure,southeastasia,D16s_v5,16,64,19,376.8,2768.9,8496.6,0,1,83.7,7434.52
AWS,ap-southeast-1,m6i.xlarge,4,16,5,478.0,3488.4,8281.6,1,1,13.5,1630.72
AWS,ap-southeast-1,m6i.xlarge,4,16,10,430.8,2464.3,11037.3,1,1,64.1,2248.74
AWS,us-east-1,t3.large,2,8,8,642.1,3032.5,18586.2,0,1,44.4,2246.36
Azure,southeastasia,B2ms,2,8,20,522.1,3595.8,4541.2,1,1,40.5,1733.99
GCP,us-central1,e2-standard-2,2,8,2,619.5,509.1,16266.3,1,0,37.0,1475.33
Azure,eastus,D4s_v5,4,16,8,348.7,35.6,14502.8,1,0,53.9,1810.82
GCP,asia-southeast1,n2-standard-4,4,16,19,254.9,3339.1,6585.6,0,0,9.5,1855.71
GCP,us-central1,n2-standard-2,2,8,18,270.6,107.3,3108.8,0,0,92.3,759.7
Azure,eastus,B2ms,2,8,17,672.9,2122.8,4572.0,0,1,79.9,1513.79
AWS,us-east-1,m6i.xlarge,4,16,8,242.7,3899.8,19008.2,0,0,8.3,2299.41
GCP,asia-southeast1,n2-standard-16,16,64,18,186.5,1176.7,7076.8,0,0,10.9,3676.67
GCP,asia-southeast1,e2-medium,2,4,8,341.6,665.7,15086.3,1,1,52.9,1453.12
Azure,eastus,D8s_v5,8,32,20,670.3,2596.3,8782.6,1,0,26.5,6398.01
Azure,eastus,D2s_v5,2,8,5,362.1,2017.9,3236.5,1,1,46.2,690.13
AWS,eu-west-2,m6i.2xlarge,8,32,2,475.7,1300.9,17555.5,1,0,64.7,1995.86
GCP,europe-west2,e2-standard-2,2,8,5,474.3,1600.4,11692.6,0,1,59.2,1310.15
AWS,us-east-1,m6i.2xlarge,8,32,10,414.8,1006.0,2627.3,1,1,73.8,1935.03
AWS,ap-southeast-1,t3.large,2,8,14,269.3,1318.8,9396.4,1,1,55.9,1397.72
Azure,southeastasia,D2s_v5,2,8,9,353.7,1497.6,3681.5,1,1,52.0,883.58
AWS,ap-southeast-1,m6i.4xlarge,16,64,17,309.6,3553.0,6295.1,0,0,53.9,5400.04
GCP,asia-southeast1,n2-standard-4,4,16,5,236.6,687.2,2947.4,0,1,11.0,567.59
GCP,asia-southeast1,n2-standard-8,8,32,16,323.2,2305.7,3742.1,1,1,93.3,2766.86
GCP,europe-west2,n2-standard-2,2,8,11,681.2,2385.8,5261.7,0,1,40.8,1452.54
Azure,eastus,D4s_v5,4,16,6,389.9,303.3,19747.9,0,1,59.7,2105.49
AWS,us-east-1,m6i.2xlarge,8,32,9,451.0,2808.4,4676.4,0,0,77.4,2200.48
Azure,southeastasia,D16s_v5,16,64,3,640.4,2708.2,7414.6,0,0,74.7,2625.93
AWS,ap-southeast-1,m6i.large,2,8,4,697.9,3929.3,5546.1,1,0,11.9,1199.27
GCP,asia-southeast1,n2-standard-16,16,64,15,598.9,2109.1,5746.2,1,0,73.5,8546.49
Azure,southeastasia,D2s_v5,2,8,19,246.0,3831.6,11013.0,1,1,31.7,1882.28
AWS,ap-southeast-1,m6i.2xlarge,8,32,10,213.3,1325.0,9828.6,0,0,24.5,1904.35
Azure,southeastasia,B2ms,2,8,3,463.9,377.7,4995.2,0,1,94.7,605.49
Azure,eastus,D16s_v5,16,64,6,477.3,2829.3,9393.7,0,0,51.8,3320.36
Azure,uksouth,D16s_v5,16,64,7,458.8,1015.9,16753.0,1,1,75.1,4340.26
GCP,us-central1,n2-standard-2,2,8,15,571.7,1804.8,6047.6,0,0,6.5,1439.6
GCP,asia-southeast1,n2-standard-2,2,8,13,306.4,3851.4,3255.8,0,0,36.2,1021.33
Azure,eastus,D2s_v5,2,8,20,737.0,3892.0,8235.6,0,0,34.5,2441.34
AWS,us-east-1,t3.medium,2,4,4,732.1,3459.4,10211.9,1,0,11.4,1319.45
AWS,eu-west-2,t3.medium,2,4,9,243.5,1020.5,19662.4,0,0,50.9,1825.68
AWS,ap-southeast-1,t3.medium,2,4,11,562.0,3456.6,4851.9,0,0,42.7,1004.81
AWS,ap-southeast-1,t3.medium,2,4,1,203.8,2835.0,15673.4,1,1,53.5,1694.5
AWS,ap-southeast-1,t3.large,2,8,2,303.5,3261.8,1461.7,0,0,91.1,483.26
AWS,ap-southeast-1,m6i.4xlarge,16,64,3,203.6,1123.7,9509.9,1,1,34.2,1559.63
Azure,uksouth,D2s_v5,2,8,12,706.1,1576.9,961.8,0,1,86.1,1110.48
GCP,us-central1,n2-standard-16,16,64,15,458.2,2229.3,3041.3,1,1,72.9,5794.87
AWS,eu-west-2,m6i.large,2,8,3,512.5,2326.1,6316.0,0,0,88.4,905.89
AWS,eu-west-2,m6i.2xlarge,8,32,14,413.1,210.1,4392.7,0,0,14.5,2810.51
GCP,us-central1,n2-standard-16,16,64,3,540.3,974.5,15252.5,1,0,84.8,2635.66
AWS,ap-southeast-1,m6i.4xlarge,16,64,15,482.2,1152.4,11256.3,1,0,53.9,7329.53
GCP,asia-southeast1,n2-standard-2,2,8,13,342.7,2010.5,17597.8,1,1,91.1,2145.79
GCP,asia-southeast1,n2-standard-4,4,16,12,626.5,2468.9,2403.9,1,1,64.2,2059.52
GCP,asia-southeast1,n2-standard-4,4,16,6,508.2,3811.2,2437.1,0,0,53.7,1175.16
Azure,uksouth,B2ms,2,8,1,626.3,814.9,11203.8,0,1,46.0,1092.64
Azure,eastus,D8s_v5,8,32,1,413.2,600.0,3515.0,0,1,43.2,523.93
AWS,ap-southeast-1,m6i.xlarge,4,16,20,299.4,281.9,5012.7,1,0,56.7,1809.16
GCP,europe-west2,n2-standard-4,4,16,18,636.5,1647.3,12206.7,1,0,18.6,3662.25
GCP,us-central1,n2-standard-8,8,32,18,413.4,2911.5,7921.1,0,1,90.3,3834.86
GCP,europe-west2,e2-standard-2,2,8,7,272.5,966.9,3142.2,0,1,12.7,496.74
Azure,southeastasia,D2s_v5,2,8,4,268.1,272.5,14587.1,0,1,52.5,1335.26
Azure,eastus,B2ms,2,8,10,590.9,3090.7,6809.9,0,1,71.5,1296.99
GCP,asia-southeast1,n2-standard-8,8,32,13,361.7,1074.6,8941.4,0,0,56.3,2911.29
GCP,europe-west2,n2-standard-16,16,64,13,333.9,920.0,4303.8,0,1,33.4,4163.0
AWS,eu-west-2,m6i.xlarge,4,16,18,675.5,439.4,10804.2,1,0,38.7,3508.52
GCP,us-central1,e2-medium,2,4,10,425.4,3773.7,663.7,0,1,18.1,516.7
Azure,uksouth,D16s_v5,16,64,14,486.0,2031.8,4123.2,0,0,59.1,6327.63
AWS,ap-southeast-1,m6i.xlarge,4,16,3,668.7,2011.9,16044.3,0,1,74.3,1941.94
Azure,eastus,D16s_v5,16,64,17,467.0,3361.1,16192.9,1,1,22.7,7819.43
Azure,uksouth,D8s_v5,8,32,18,575.1,3285.9,11744.8,0,0,12.3,5708.25
AWS,us-east-1,m6i.2xlarge,8,32,3,521.5,1067.7,9259.3,1,1,23.0,1578.49
AWS,eu-west-2,m6i.xlarge,4,16,11,630.9,1953.2,847.7,0,1,40.6,1681.26
AWS,ap-southeast-1,t3.large,2,8,16,295.5,2661.0,9404.6,0,0,53.0,1503.92
GCP,asia-southeast1,n2-standard-16,16,64,16,477.1,3531.5,11321.5,0,1,71.5,7957.48
Azure,southeastasia,D8s_v5,8,32,19,548.8,2985.0,3161.0,1,0,43.8,5217.71
GCP,europe-west2,n2-standard-16,16,64,15,574.2,384.5,973.1,1,0,85.4,7388.0
GCP,us-central1,n2-standard-8,8,32,17,250.4,2556.8,8269.1,0,0,5.0,2668.44
Azure,southeastasia,D16s_v5,16,64,6,405.0,2174.7,15967.6,1,1,81.6,3705.43
Azure,uksouth,D2s_v5,2,8,11,582.1,2049.8,19341.9,1,1,43.5,2472.52
GCP,us-central1,n2-standard-4,4,16,5,264.6,2775.6,8425.4,0,1,61.1,1224.07
AWS,us-east-1,m6i.2xlarge,8,32,7,262.1,2781.4,13813.4,0,0,84.6,2138.53
GCP,us-central1,e2-standard-2,2,8,19,217.2,1991.4,18464.7,1,0,58.4,1977.08
AWS,us-east-1,m6i.2xlarge,8,32,18,286.4,91.9,13779.1,0,0,70.4,3135.37
AWS,eu-west-2,m6i.large,2,8,10,376.0,3088.4,13329.2,1,1,21.4,1873.49
GCP,us-central1,n2-standard-4,4,16,3,594.7,3966.6,8662.9,0,0,5.8,1386.68
GCP,asia-southeast1,n2-standard-4,4,16,8,247.5,1759.6,2329.2,0,1,21.5,767.15
AWS,ap-southeast-1,m6i.xlarge,4,16,19,684.4,3530.6,6961.0,0,1,88.0,3694.88
GCP,us-central1,e2-medium,2,4,12,319.3,3404.5,6784.4,0,0,20.5,962.78
Azure,uksouth,D16s_v5,16,64,16,334.8,2474.3,6863.3,0,0,40.6,5378.04
AWS,us-east-1,m6i.large,2,8,2,334.4,3816.4,7876.2,0,0,35.8,1074.11
Azure,southeastasia,D4s_v5,4,16,9,243.3,3082.9,18081.9,0,0,73.0,2172.45
Azure,uksouth,D8s_v5,8,32,5,693.7,533.1,16545.9,1,0,77.5,2950.55
AWS,us-east-1,m6i.large,2,8,16,301.0,466.2,10271.2,0,0,56.6,1406.21
